DOB,NO_OF_CHLD,NO_OF_VHCL,GNDR_CD,EDU_DESC,MRRY_DESC,OCPN_DESC,ADDR_PRVC,ADDR_ZIP,SCB_PROD_HLDNG_CNT,SCB_PROD_SUB_GRP_HLDNG_CNT,PROD_GRP_WLTH_HLDNG_CNT,PROD_GRP_LENDING_HLDNG_CNT,PROD_GRP_PYMT_HLDNG_CNT,PROD_GRP_SRVC_HLDNG_CNT,PROD_GRP_BSNS_LENDING_HLDNG_CNT,DPST_ACCT_CNT,DPST_END_BAL,DPST_TXN_CNT,DPST_TXN_CNT_AVG,DPST_TXN_CNT_MIN,DPST_TXN_CNT_MAX,DPST_INFLW_CNT,DPST_INFLW_CNT_MIN,DPST_INFLW_CNT_MAX,DPST_OTFLW_CNT,DPST_OTFLW_CNT_MIN,DPST_OTFLW_CNT_MAX,DPST_INFLW_AMT_TOT,DPST_OTFLW_AMT_TOT,DOB_prev,NO_OF_CHLD_prev,NO_OF_VHCL_prev,GNDR_CD_prev,EDU_DESC_prev,MRRY_DESC_prev,OCPN_DESC_prev,ADDR_PRVC_prev,ADDR_ZIP_prev,SCB_PROD_HLDNG_CNT,SCB_PROD_SUB_GRP_HLDNG_CNT,PROD_GRP_WLTH_HLDNG_CNT,PROD_GRP_LENDING_HLDNG_CNT,PROD_GRP_PYMT_HLDNG_CNT,PROD_GRP_SRVC_HLDNG_CNT,PROD_GRP_BSNS_LENDING_HLDNG_CNT,DPST_ACCT_CNT_prev,DPST_END_BAL_prev,DPST_TXN_CNT_prev,DPST_TXN_CNT_AVG_prev,DPST_TXN_CNT_MIN_prev,DPST_TXN_CNT_MAX_prev,DPST_INFLW_CNT_prev,DPST_INFLW_CNT_MIN_prev,DPST_INFLW_CNT_MAX_prev,DPST_OTFLW_CNT_prev,DPST_OTFLW_CNT_MIN_prev,DPST_OTFLW_CNT_MAX_prev,DPST_INFLW_AMT_TOT_prev,DPST_OTFLW_AMT_TOT_prev,DOB_match,NO_OF_CHLD_match,NO_OF_VHCL_match,GNDR_CD_match,EDU_DESC_match,MRRY_DESC_match,OCPN_DESC_match,ADDR_PRVC_match,ADDR_ZIP_match,cust_id
1/9/1974,1,0,F,vocational certificate/ diploma,married,unemployed,ชลบุรี,20110,5,5,1,null,4,1,null,1,1604.06,38,2.11,1,4,9,1,2,29,1,4,19800,21233,1/9/1974,1,0,F,vocational certificate/ diploma,married,industrial business employee,ชลบุรี,20110,5,5,1,null,4,1,null,1,5570.56,11,1.38,1,3,0,0,0,11,1,3,0,9479,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2506
1/7/1990,0,0,M,vocational certificate/ diploma,single,commerce entrepreneur,ลำพูน,51150,2,2,1,null,1,1,null,1,40000,4,1,1,1,3,1,1,1,1,1,20200,200,1/7/1990,0,0,M,vocational certificate/ diploma,single,freelance,ลำพูน,51150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2507
1/4/1978,0,0,M,less than high school,married,service business entrepreneur,สมุทรสาคร,74000,3,3,1,null,2,1,null,1,88.89,79,3.43,1,12,56,1,8,23,1,5,2780,2802,1/4/1978,0,0,M,less than high school,married,service business employee,ภูเก็ต,83110,4,4,1,null,3,1,null,1,1582.96,7,1.75,1,2,5,1,2,2,2,2,1215,515,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2508
1/1/1995,0,0,F,high school,single,industrial business employee,นนทบุรี,11000,3,3,1,null,2,1,null,1,2970.28,137,5.07,1,12,20,1,4,117,1,8,5290,7632,1/1/1995,0,0,F,high school,single,industrial business employee,พระนครศรีอยุธยา,13160,4,4,1,null,3,1,null,1,11317.51,35,2.06,1,4,4,1,1,31,1,4,16965,10805.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2509
1/9/1987,0,1,M,high school,single,service business employee,ชลบุรี,20230,5,5,1,1,4,null,null,1,1440.17,16,1.78,1,3,3,1,1,13,1,2,20491,19810.31,1/9/1987,0,1,M,high school,single,industrial business employee,ชลบุรี,20230,4,4,1,null,5,null,null,1,9395.74,22,2,1,6,6,1,2,16,1,5,30804.25,30096.54,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2510
1/6/1976,0,0,F,less than high school,single,industrial business employee,นนทบุรี,11120,4,4,1,1,2,null,null,1,3066.5,35,2.5,1,6,4,1,1,31,1,5,30144.61,40779,1/6/1976,0,0,F,less than high school,married - registered,industrial business employee,นนทบุรี,11120,4,4,2,1,3,null,null,2,6166.45,76,3.45,1,12,18,1,3,58,1,9,99199.31,93634.08,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2511
1/4/1992,0,null,M,null,single,agricultural/ agro industry entrepreneur,ราชบุรี,70140,3,3,1,null,2,1,null,1,23000,8,1.6,1,3,5,1,2,3,1,1,37700,14700,1/4/1992,0,null,M,null,single,industrial business employee,ราชบุรี,70140,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,TRUE,TRUE,2512
1/5/1980,0,0,F,less than high school,single,industrial business employee,กรุงเทพมหานคร,10160,5,5,1,null,4,1,null,1,149.99,30,2,1,5,11,1,2,19,1,3,29500,30863.5,1/5/1980,0,0,F,less than high school,single,industrial business employee,กรุงเทพมหานคร,10120,5,5,1,null,5,1,null,1,198.61,5,1.67,1,3,2,1,1,3,1,2,3432,3260,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2513
1/7/1973,0,0,M,doctorate's degree,married,doctor,กรุงเทพมหานคร,10120,4,3,2,1,1,1,null,1,381821.05,28,1.75,1,5,15,1,5,13,1,2,431306.5,70039.5,1/7/1973,0,0,M,doctorate's degree,single,"civil servant, state enterprise employee, pensioner",กรุงเทพมหานคร,10120,4,3,2,1,1,1,null,1,186899.26,10,1.25,1,2,2,1,1,8,1,2,169.86,277748.59,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,2514
1/8/1984,0,0,M,less than high school,single,freelance,สุรินทร์,32130,3,3,1,null,2,null,null,1,34.03,0,0,0,0,0,0,0,0,0,0,0,0,1/8/1984,0,0,M,less than high school,single,"employee of company, store, office",สุรินทร์,32130,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2515
1/5/1978,0,null,M,bachelor's degree,married - non registered,service business employee,กรุงเทพมหานคร,10700,1,1,1,null,null,null,null,1,1801.63,0,0,0,0,0,0,0,0,0,0,0,0,1/5/1978,0,null,M,others,others,others,กรุงเทพมหานคร,10700,1,1,1,null,null,null,null,1,6764.81,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,null,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2516
1/5/1998,0,0,F,vocational certificate/ diploma,single,industrial business employee,สมุทรสาคร,74000,2,2,1,null,1,1,null,1,1.57,63,3.32,1,9,19,1,3,44,1,6,32314,32312.99,1/5/1998,0,0,F,vocational certificate/ diploma,single,commerce employee,สกลนคร,47110,3,3,1,null,2,1,null,1,0.45,18,2.57,1,4,7,1,2,11,1,3,3200,3201,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2517
1/8/1963,0,null,F,others,married,commerce entrepreneur,สมุทรสงคราม,75000,4,4,1,null,3,null,null,1,3319.17,2,2,2,2,1,1,1,1,1,1,1032,5,1/8/1963,0,null,F,others,married,commerce employee,สมุทรสงคราม,75000,4,4,1,null,3,null,null,1,154.3,3,3,3,3,1,1,1,2,2,2,1032,1005,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2518
1/9/1981,0,0,F,others,married - registered,public attorney,กรุงเทพมหานคร,10150,2,2,null,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1/9/1981,0,0,F,others,married - registered,public attorney,กรุงเทพมหานคร,10160,2,2,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2519
1/12/1998,0,0,M,high school,single,service business employee,ชลบุรี,20150,3,3,1,null,3,1,null,1,19000,22,2,1,4,8,1,2,14,1,4,29196,28196,1/12/1998,0,0,M,high school,single,"student, university student",ชลบุรี,20150,3,3,1,null,3,1,null,1,1313.26,192,6.19,2,12,35,1,6,157,2,8,27423,32199.13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2520
1/11/1977,0,0,M,bachelor's degree,single,service business employee,สมุทรปราการ,10560,6,6,4,1,3,1,null,1,8072.74,61,2.77,1,8,9,1,3,52,1,6,22958.59,28805,1/11/1977,0,0,M,bachelor's degree,married - registered,service business employee,สมุทรปราการ,10560,8,7,5,1,5,1,null,2,4309.74,61,3.05,1,10,20,1,4,41,1,6,43093.73,40473.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2521
1/5/1987,0,null,M,null,single,service business employee,กรุงเทพมหานคร,10170,3,3,1,null,2,1,null,1,2.85,6,3,2,4,3,1,2,3,1,2,10114,10200,1/5/1987,0,null,M,null,single,service business employee,นครปฐม,73220,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,null,TRUE,TRUE,FALSE,FALSE,2522
1/5/1974,0,null,F,bachelor's degree,single,service business employee,สมุทรปราการ,10290,5,5,1,1,3,null,null,1,237676.18,26,2.36,1,6,6,1,2,20,1,5,391896.63,213298.82,1/5/1974,0,null,F,others,others,industrial business employee,สมุทรปราการ,10290,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2523
1/1/1967,0,1,M,less than high school,married,commerce entrepreneur,สระบุรี,18150,4,4,1,null,3,null,null,1,55453.61,375,12.5,9,20,310,6,18,65,1,6,178383,240935,1/1/1967,1,1,M,less than high school,married,commerce entrepreneur,สระบุรี,18150,5,5,2,1,2,1,null,1,1810.69,101,3.37,1,8,59,1,6,42,1,6,113419,117060,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2524
1/6/1972,0,0,F,less than high school,single,industrial business employee,นครปฐม,73000,3,3,1,null,3,null,null,1,4,8,1.33,1,3,4,1,1,4,1,2,22904,22900,1/6/1972,0,0,F,less than high school,single,freelance,นครปฐม,73000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2525
1/8/1997,0,0,M,less than high school,single,industrial business employee,นครปฐม,73110,2,2,1,null,1,null,null,1,117.23,93,6.64,1,16,37,1,6,56,1,12,11881.88,11764.77,1/8/1997,0,0,M,less than high school,single,freelance,นครปฐม,73110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2526
1/3/1992,0,0,F,high school,single,financial institution employee,บึงกาฬ,38180,3,3,1,null,3,null,null,1,940.64,100,4.35,1,9,18,1,3,82,1,7,35567.7,35090.88,1/3/1992,0,0,F,high school,single,"student, university student",บึงกาฬ,38180,3,3,1,null,4,null,null,1,0,48,2.53,1,6,23,1,3,25,1,3,5474.6,5475.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2527
1/10/1993,0,0,F,bachelor's degree,single,industrial business employee,กรุงเทพมหานคร,10400,3,3,2,2,1,1,null,2,13101,100,3.7,1,9,58,1,5,42,1,5,621549.62,642448.62,1/10/1993,0,0,F,bachelor's degree,single,service business employee,กรุงเทพมหานคร,10400,5,5,2,1,2,1,1,2,1369.87,107,3.69,1,10,55,1,5,52,1,6,100983.78,102381.17,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2528
1/8/1995,0,0,M,high school,single,industrial business employee,อุดรธานี,41240,2,2,1,null,1,null,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1/8/1995,0,0,M,high school,single,industrial business employee,ฉะเชิงเทรา,24130,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2529
1/10/1993,0,0,F,high school,single,commerce entrepreneur,ปทุมธานี,12150,2,2,1,null,1,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1/10/1993,0,0,F,high school,single,"student, university student",ชลบุรี,20180,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2530
1/11/1961,0,null,F,bachelor's degree,married - registered,government employee,ตราด,23120,2,2,1,null,1,null,null,1,5939.37,0,0,0,0,0,0,0,0,0,0,0,0,1/11/1961,0,null,F,master's degree,married,"teacher and executive in kindergarten; primary, secondary, vocational school",ตราด,23120,1,1,1,null,null,null,null,1,30698.38,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,null,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2531
1/11/1979,0,0,M,bachelor's degree,single,industrial business employee,พระนครศรีอยุธยา,13210,4,4,1,null,4,1,null,1,26060.82,131,4.52,1,14,66,1,12,65,1,6,123483,113720.38,1/11/1979,0,0,M,bachelor's degree,single,industrial business employee,พระนครศรีอยุธยา,13160,4,4,1,null,4,1,null,1,12581.84,97,3.13,1,8,43,1,6,54,1,5,131795,126088.91,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2532
1/7/1980,0,1,M,high school,single,service business entrepreneur,พระนครศรีอยุธยา,13000,3,3,1,1,2,1,null,1,527.38,8,1.6,1,2,4,1,1,4,1,2,25385,25788.93,1/7/1980,0,1,M,high school,married - registered,service business entrepreneur,พระนครศรีอยุธยา,13000,5,5,1,1,3,1,null,1,41235.57,46,2.42,1,9,31,1,7,15,1,2,159077,120939.93,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2533
1/6/1985,0,0,M,doctorate's degree,single,teacher and executive in university or equivalent institution,เชียงใหม่,50150,5,5,6,2,1,2,null,3,4986.69,11,1.22,1,2,7,1,1,4,1,1,146157.32,142250,1/6/1985,0,0,M,doctorate's degree,single,dentist,เชียงใหม่,50150,4,4,5,1,2,2,null,3,34474.94,1,1,1,1,1,1,1,0,0,0,8750,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2534
1/5/1993,0,null,M,others,single,commerce employee,เชียงราย,57100,3,3,1,null,2,null,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1/5/1993,0,null,M,others,single,commerce employee,เชียงราย,57000,3,3,1,null,2,null,null,1,2.02,41,2.93,1,6,4,1,1,37,1,5,6000,13036,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2535
1/10/1993,0,0,F,bachelor's degree,single,service business employee,กรุงเทพมหานคร,10250,3,3,1,1,1,1,null,1,16869.57,47,2.35,1,5,2,1,1,45,1,5,32500,51164.53,1/10/1993,0,0,F,less than high school,single,"student, university student",กรุงเทพมหานคร,10250,2,2,1,null,1,1,null,1,0.29,34,2.43,1,6,9,1,3,25,1,6,12140,14074,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,2536
1/8/1996,0,0,F,high school,single,service business employee,กรุงเทพมหานคร,10220,3,3,5,null,1,1,null,2,11496.88,435,14.5,2,42,85,1,8,350,1,40,84009.29,75020.02,1/8/1996,0,0,F,high school,single,commerce employee,กรุงเทพมหานคร,10220,5,5,5,null,5,1,null,2,0,209,8.36,2,22,81,1,7,128,1,20,18250,18251.87,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2537
1/7/1974,0,null,M,null,single,industrial business employee,กรุงเทพมหานคร,10250,3,3,2,null,2,null,null,2,2500.43,78,3.55,1,9,12,1,2,66,1,7,7738.5,6674,1/7/1974,0,null,M,null,single,industrial business employee,ชลบุรี,20000,3,3,1,null,2,null,null,1,0,1,1,1,1,0,0,0,1,1,1,0,30.56,TRUE,TRUE,null,TRUE,null,TRUE,TRUE,FALSE,FALSE,2538
1/4/1996,0,0,M,high school,single,freelance,อุดรธานี,41380,3,3,1,null,2,null,null,1,1273.15,45,2.65,1,6,8,1,2,37,1,4,5738,5043,1/4/1996,0,0,M,high school,single,industrial business employee,ชลบุรี,20230,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2539
1/2/1966,0,null,F,high school,married,commerce employee,ตาก,63110,6,6,2,null,5,null,null,1,3422.22,15,1.15,1,2,2,1,1,13,1,2,5448.61,8529.55,1/2/1966,0,null,F,high school,married,commerce employee,กรุงเทพมหานคร,10600,6,6,3,null,4,null,null,2,0.56,200,7.41,2,17,87,1,8,113,1,9,154314,154314.18,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2540
1/4/1957,0,0,M,bachelor's degree,married,state enterprise employee,นนทบุรี,11000,6,6,4,2,3,1,null,3,464.78,6,1.2,1,2,5,1,2,1,1,1,24302,23900,1/4/1957,0,0,M,bachelor's degree,married - registered,state enterprise employee,นนทบุรี,11000,7,7,4,2,4,1,null,3,124168.61,359,11.58,3,19,313,3,15,46,1,7,302076.1,297599.39,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2541
1/2/1988,0,0,F,high school,single,service business employee,แพร่,54140,3,3,1,null,3,1,null,1,402.36,3,1,1,1,2,1,1,1,1,1,401,2,1/2/1988,0,0,F,high school,single,industrial business employee,ปทุมธานี,12120,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2542
1/1/1950,0,null,M,others,others,unemployed,กรุงเทพมหานคร,10250,2,2,1,null,1,null,null,1,9.4,2,1,1,1,1,1,1,1,1,1,9058,9200,1/1/1950,0,null,M,others,others,freelance,กรุงเทพมหานคร,10250,2,2,1,null,1,null,null,1,86.57,3,1,1,1,1,1,1,2,1,1,9058,16100,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2543
1/3/1986,0,0,F,high school,single,industrial business employee,ลำพูน,51000,4,4,2,1,4,1,null,2,4039.83,109,4.36,1,11,33,1,4,76,1,8,120492.91,120193.98,1/3/1986,0,0,F,high school,married - registered,industrial business employee,ลำพูน,51000,6,5,2,null,5,2,null,2,16075.5,103,3.68,1,14,31,1,8,72,1,9,149548.04,151590.78,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2544
1/5/1979,0,1,M,bachelor's degree,single,soldier,กรุงเทพมหานคร,10220,3,3,1,2,1,1,null,1,125.67,1,1,1,1,1,1,1,0,0,0,20,0,1/5/1979,0,1,M,bachelor's degree,married - registered,government employee,กรุงเทพมหานคร,10220,4,4,1,3,2,1,null,1,75.81,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,2545
1/2/1979,0,0,F,bachelor's degree,single,commerce entrepreneur,ชลบุรี,20000,1,1,1,null,null,null,null,1,320958.95,9,3,1,6,2,1,1,7,2,5,200000.84,29946.97,1/2/1979,0,0,F,bachelor's degree,single,"employee of company, store, office",สุโขทัย,64160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2546
1/7/1974,0,1,M,bachelor's degree,married - registered,service business entrepreneur,นนทบุรี,11000,4,4,3,1,null,null,null,1,25947.27,1,1,1,1,0,0,0,1,1,1,0,386.13,1/7/1974,0,1,M,bachelor's degree,single,commerce entrepreneur,นนทบุรี,11000,3,3,2,2,null,null,null,1,30222.38,3,1.5,1,2,1,1,1,2,1,1,266750,270477.23,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,2547
1/11/1996,0,0,F,bachelor's degree,single,government employee,เชียงใหม่,50140,3,3,1,null,2,1,null,1,126918.41,29,1.93,1,5,3,1,1,26,1,5,6132.63,13965.1,1/11/1996,0,0,F,high school,single,"student, university student",เชียงใหม่,50140,4,3,2,null,3,1,null,2,245081.64,17,1.55,1,2,2,1,1,15,1,2,17000,25653.32,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,2548
1/6/1982,0,null,F,bachelor's degree,single,commerce entrepreneur,ชลบุรี,20190,4,4,2,1,1,null,null,1,454158.98,13,1.63,1,3,12,1,3,1,1,1,745493,300000,1/6/1982,0,null,F,bachelor's degree,married - registered,commerce entrepreneur,ชลบุรี,20190,2,2,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2549
1/7/1975,1,0,F,high school,widow,service business employee,กรุงเทพมหานคร,10250,4,4,1,2,2,null,null,1,12160.05,7,1.4,1,2,1,1,1,6,1,2,22083.25,13237.64,1/7/1975,0,0,F,high school,widow,service business employee,กรุงเทพมหานคร,10250,7,6,3,1,2,2,null,1,10295.33,18,1.5,1,4,3,1,1,15,1,3,21209.65,21516.55,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2550
1/9/1972,0,0,F,high school,divorce,service business employee,ชัยนาท,17000,3,3,1,null,2,1,null,1,17.76,47,2.47,1,8,17,1,3,30,1,5,32911,36628.09,1/9/1972,0,0,F,high school,single,industrial business employee,ปทุมธานี,12120,4,4,2,null,3,1,null,2,185.13,46,2.09,1,6,13,1,2,33,1,5,53900,64076.79,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2551
1/3/1992,0,0,F,high school,single,service business employee,ลพบุรี,15150,4,4,1,null,3,1,null,1,8.32,32,3.2,1,13,19,1,8,13,1,5,15477,15659.57,1/3/1992,0,0,F,high school,married,service business employee,จันทบุรี,22160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2552
1/4/1978,0,0,M,less than high school,married,agricultural/ agro industry entrepreneur,นครพนม,48190,4,4,1,null,3,null,null,1,9819.67,4,1.33,1,2,1,1,1,3,1,1,15000,12199,1/4/1978,0,0,M,less than high school,married,"employee of company, store, office",นครพนม,48190,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2553
1/6/1999,0,0,M,high school,single,service business employee,สุราษฎร์ธานี,84320,2,2,1,null,1,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1/6/1999,0,0,M,high school,single,"student, university student",อุดรธานี,41000,2,2,1,null,2,2,null,1,3130.06,10,3.33,1,5,2,1,1,8,1,4,16690,23454,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2554
1/12/1991,0,1,M,bachelor's degree,single,service business entrepreneur,สมุทรปราการ,10540,3,3,2,1,1,null,null,1,46.33,24,4.8,2,10,5,1,2,19,1,9,110500,110459,1/12/1991,0,1,M,high school,single,service business entrepreneur,สมุทรปราการ,10540,4,4,1,1,2,null,null,1,1067.66,15,2.14,1,3,5,1,2,10,1,2,26200,27090,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2555
1/3/1956,0,null,F,null,married,government employee,กรุงเทพมหานคร,10230,1,1,1,null,null,null,null,1,110002.6,0,0,0,0,0,0,0,0,0,0,0,0,1/3/1956,0,null,F,null,null,freelance,กรุงเทพมหานคร,10230,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,null,null,FALSE,TRUE,TRUE,2556
1/7/1954,0,null,F,bachelor's degree,married,commerce entrepreneur,กรุงเทพมหานคร,10210,3,3,1,1,1,null,null,1,25771,6,1,1,1,5,1,1,1,1,1,48563.2,48092.25,1/7/1954,0,null,F,bachelor's degree,married,commerce entrepreneur,สงขลา,90110,3,3,1,1,2,1,null,1,17450.76,8,1.14,1,2,3,1,2,5,1,1,10222,13664.91,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2557
1/6/1983,0,1,F,master's degree,single,commerce employee,สุราษฎร์ธานี,84000,4,4,1,1,4,1,null,1,26182.9,72,3.13,1,14,11,1,3,61,1,11,34625,44363.28,1/6/1983,0,1,F,master's degree,single,commerce employee,สุราษฎร์ธานี,84320,5,5,1,null,4,1,null,1,15023.52,61,2.54,1,6,11,1,4,50,1,6,32709,29972.93,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2558
1/5/1992,0,0,F,less than high school,single,industrial business employee,นนทบุรี,11140,3,3,2,null,2,1,null,2,50.01,64,3.37,1,9,10,1,2,54,1,9,8117,18103.56,1/5/1992,0,0,F,less than high school,single,commerce employee,นนทบุรี,11140,2,2,1,null,1,6,null,1,1098.15,26,1.86,1,5,8,1,1,18,1,4,48773,52674.91,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2559
1/9/1994,0,0,F,high school,single,commerce employee,กรุงเทพมหานคร,10510,3,3,2,null,2,1,null,1,5000,2,1,1,1,1,1,1,1,1,1,5000,5000,1/9/1994,0,0,F,high school,single,"student, university student",กรุงเทพมหานคร,10220,3,3,1,null,2,1,null,1,6091.95,11,1.83,1,5,2,1,1,9,1,5,6000,22462,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2560
1/2/1977,0,0,M,master's degree,single,service business entrepreneur,กรุงเทพมหานคร,10310,7,6,4,1,3,1,1,1,115071.14,36,2.12,1,6,2,1,1,34,1,6,519900,588317,1/2/1977,0,0,M,vocational certificate/ diploma,single,industrial entrepreneur,กรุงเทพมหานคร,10310,2,2,1,null,2,1,null,1,2025.66,29,1.71,1,3,2,1,1,27,1,3,15000,76220.27,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,2561
